"팔남이라니, 그건 아니잖아요!","Ichinomiya Shingo, a young 25 years old, single, company worker, while thinking of tomorrow's busy working day goes to sleep. However, the moment he woke up, it was a room unknown to him. He then learned that he was inside a 6-year-old boy and had taken over his mind.Furthermore, he learned a lot from the memories of the said boy: he was born as the youngest child (8th son and 10th child) of a poor noble family living in the backcountry. Having no administrative skills, he couldn't do anything to manage the vast land his family had. Fortunately, he was blessed with a very rare talent, the talent of magic. Unfortunately, while his talent could bring prosperity to his family, in his situation it only brought disaster.Yes, this is the story of the boy, Wendelin von Benno Baumeister, opening his own path in a harsh world.Original raw",Manga,2015,"[{'title': 'Hachinan tte, Sore wa Nai Deshou!', 'type': 'Novel', 'relation': 'Adapted From'}, {'title': 'Hachinan tte, Sore wa nai Deshou! - Hajimari no Monogatari', 'type': 'Manga', 'relation': 'Prequel'}]","[{'title': 'Hachinan tte, Sore wa Nai Deshou!', 'language': 'en'}, {'title': 'Le Huitième fils', 'language': 'fr'}, {'title': 'The 8th Son? Are You Kidding Me?', 'language': 'en'}, {'title': '¿El octavo hijo? ¡Eso no puede ser cierto!', 'language': 'es'}, {'title': 'Восьмой сын? Да не может этого быть!', 'language': 'ru'}, {'title': 'Восьмой сын? Я не могу этого принять!', 'language': 'ru'}, {'title': 'хатинан ттэ, сорэ ва най дэсё:', 'language': 'ru'}, {'title': 'ผมเนี่ยนะ...ชายแปด!', 'language': 'th'}, {'title': '八男って、それはないでしょう!', 'language': 'ja'}, {'title': '八男？别闹了！', 'language': 'zh-cn'}, {'title': '팔남이라니, 그건 아니잖아요!', 'language': 'ko'}]","{'volume': 14, 'status': 'Ongoing'}",https://cdn.mangaupdates.com/image/i454081.jpg,['KUSUMOTO Hiroki'],['Y.A'],"[{'publisher': 'Kadokawa', 'label': ''}]","[{'publisher': 'Kadokawa', 'label': 'Isekai Comic'}, {'publisher': 'Kadokawa', 'label': 'Comic Walker'}]","['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Harem', 'Romance', 'Seinen']","[{'volume_start': '', 'anime_start': 1, 'volume_end': '', 'anime_end': 11}]"
Hajimete no Maid Play,"""Master. I'm... at your service."" ""The first time is embarrassing... Even though I wish he'd initiate it, he doesn't. And I just can't bring myself to beg.""Those are Asako's thoughts when Yagi makes her dress up as a maid. Will Asako experience her first time in this extreme situation that doesn't allow her to refuse any order!!?Read on Renta!Read on Manga.Club",Manga,2008,[],"[{'title': 'Hajimete no Maid Play', 'language': 'en'}, {'title': 'First Housemaid Play', 'language': 'en'}, {'title': 'My First Maid Roleplay', 'language': 'en'}, {'title': '初めてのメイド・プレイ', 'language': 'ja'}]","{'volume': 1, 'status': 'Complete'}",https://cdn.mangaupdates.com/image/i46342.jpg,['KURIYAMA Natsuki'],['KURIYAMA Natsuki'],"[{'publisher': 'Shobunkan', 'label': ''}]","[{'publisher': 'Shobunkan', 'label': 'Girls Pop Collection'}, {'publisher': 'Group Zero', 'label': 'Himitsu no Renai Jugyo'}]","['Josei', 'Romance', 'Smut']",[]
Hajimete no Namahada,,Manga,2012,[],"[{'title': 'Hajimete no Namahada', 'language': 'en'}, {'title': 'Virgin Skin', 'language': 'af'}, {'title': '初めての生肌', 'language': 'ja'}]","{'volume': 1, 'status': 'Complete'}",,['ASAMORI Yukihiro'],['ASAMORI Yukihiro'],"[{'publisher': 'Fujimi Shuppan', 'label': ''}]",[],"['Adult', 'Hentai']",[]
Hajimete no Maou Toubatsu,"Kuroha, the author of the monthly manga ""Kitakubu Katsudou Kiroku"" with its 'full of great boke and tsukkomi' has again created this new work with the same old assessment! Enjoy the comical journey as the two siblings try to take down the Demon Lord!",Manga,2014,[],"[{'title': 'Hajimete no Maou Toubatsu', 'language': 'en'}, {'title': 'The First Demon Lord Subjugation', 'language': 'en'}, {'title': 'はじめての魔王討伐', 'language': 'ja'}]","{'volume': 1, 'status': 'Complete'}",https://cdn.mangaupdates.com/image/i265227.png,['Kuroha'],['Kuroha'],"[{'publisher': 'Square Enix', 'label': ''}]","[{'publisher': 'Square Enix', 'label': 'Gangan Online'}]","['Comedy', 'Fantasy']",[]
Hajimete no Ofuro,1. Hajimete no Ofuro.2. Kimi wo Negau Yuki (君を想う雪)3 Vampire Ichigo Milk (バンパイアいちごみるく)4. Yogoreru Junjou (汚れる純情)5. Love♥Yome (らぶ♥よめ)My husband is my homeroom teacher. Is there anything else to tell...?,Manga,2009,[],"[{'title': 'Hajimete no Ofuro', 'language': 'en'}, {'title': 'はじめてのおふろ。', 'language': 'ja'}, {'title': '第一次共浴', 'language': 'ko'}]","{'volume': 1, 'status': 'Complete'}",https://cdn.mangaupdates.com/image/i79644.png,['KANESADA Yukio'],['KANESADA Yukio'],"[{'publisher': 'Shogakukan', 'label': ''}]",[],"['Romance', 'Shoujo']",[]
Hajimete no Neko Futari-hen,"Eiko never had any interactions with cats before, nor did she have any interest in them. But one day, she chanced upon a cat that she instantly fell in love with.After adopting it, her life begins to be filled with succesive ""firsts"".Sometimes a friend. Sometimes a lover. And sometimes like family. Nakka the cat continues to cuddle up to her with its many different expressions.Before long, she makes a lover who is also a fellow cat lover and her life once again, begins to undergo a big change. Official English Translation",Manga,2016,"[{'title': 'Hajimete no Neko', 'type': 'Manga', 'relation': 'Prequel'}]","[{'title': 'Hajimete no Neko Futari-hen', 'language': 'en'}, {'title': 'Eiko and Egami', 'language': 'tl'}, {'title': 'Hajimete no Neko Futari Hen', 'language': 'hr'}, {'title': 'Hajimete no Neko Futarihen', 'language': 'hr'}, {'title': 'はじめての猫 ２人編', 'language': 'ja'}]","{'volume': 1, 'status': 'Complete'}",https://cdn.mangaupdates.com/image/i337702.jpg,['SHIMURA Shihoko'],['SHIMURA Shihoko'],"[{'publisher': 'Homesha', 'label': ''}, {'publisher': 'Shueisha', 'label': ''}]","[{'publisher': 'Shueisha', 'label': 'Digital Margaret'}, {'publisher': 'Homesha', 'label': 'Nekoneko Yokochou'}]","['Josei', 'Romance', 'Slice of Life']",[]
Hajimete no Ninshin,,Manga,2011,[],"[{'title': 'Hajimete no Ninshin', 'language': 'en'}, {'title': 'First Pregnancy', 'language': 'en'}, {'title': 'はじめての妊娠', 'language': 'ja'}]","{'volume': 1, 'status': 'Complete'}",,['KOMINE Tsubasa'],['KOMINE Tsubasa'],"[{'publisher': 'TI Net', 'label': ''}]","[{'publisher': 'TI Net', 'label': 'Comic Mujin'}]","['Adult', 'Hentai']",[]
Hajimete no Onegai,,Manga,1998,[],"[{'title': 'Hajimete no Onegai', 'language': 'en'}, {'title': 'はじめてのお願い', 'language': 'ja'}]","{'volume': 1, 'status': 'Complete'}",,['USAMI Yuu'],['USAMI Yuu'],"[{'publisher': 'MediaX', 'label': ''}]",[],"['Adult', 'Hentai']",[]
Hajimete no Otomari,"A collection of oneshots.1. Hajimete no Otomari2. Hanasaku Koigokoro3. Naka no Hito wa Imasu4. Kaze, Sono Ato ni (A Cold and After That)5. Yopparai ni wa Gochuui! (Watch Out For Drunks!)",Manga,2016,[],"[{'title': 'Hajimete no Otomari', 'language': 'en'}, {'title': 'Hajimete no Otomari - Minase Ruruu Tanpenshuu', 'language': 'sw'}, {'title': 'はじめてのお泊り 水瀬るるう短編集', 'language': 'ja'}]","{'volume': 1, 'status': 'Complete'}",https://cdn.mangaupdates.com/image/i240203.jpg,['MINASE Ruruu'],['MINASE Ruruu'],"[{'publisher': 'Houbunsha', 'label': ''}]","[{'publisher': 'Enterbrain', 'label': 'Amaro'}]","['Romance', 'Shoujo', 'Shoujo Ai']",[]
"Hajimete no Otoko Tomodachi, Hajimete no XX",,Manga,2023,[],"[{'title': 'Hajimete no Otoko Tomodachi, Hajimete no XX', 'language': 'en'}, {'title': 'はじめての男友達、はじめての××', 'language': 'ja'}]","{'volume': 0, 'status': ''}",https://cdn.mangaupdates.com/image/i454853.jpg,['Kumoko'],['Kumoko'],"[{'publisher': 'Bunkasha', 'label': ''}]","[{'publisher': 'Bunkasha', 'label': 'PRIMO'}]","['Romance', 'School Life', 'Shoujo']",[]
Hajimete no OO Ecchi,,Manga,2011,[],"[{'title': 'Hajimete no OO Ecchi', 'language': 'en'}, {'title': 'Hajimete no Maru Maru Ecchi', 'language': 'sw'}, {'title': 'The First OO Sex', 'language': 'en'}, {'title': 'はじめての○○エッチ', 'language': 'ja'}, {'title': 'はじめての○○エッチ★', 'language': 'ja'}]","{'volume': 1, 'status': 'Complete'}",,['IZUMIMORI Mana'],['IZUMIMORI Mana'],"[{'publisher': 'Takeshobo', 'label': ''}]",[],"['Adult', 'Hentai']",[]
Hajimete no Present,,Manga,2006,[],"[{'title': 'Hajimete no Present', 'language': 'en'}, {'title': 'はじめてのプレゼント', 'language': 'ja'}]","{'volume': 1, 'status': 'Complete'}",,['NARITA Riuku'],['NARITA Riuku'],"[{'publisher': 'G-Walk', 'label': ''}]",[],"['Adult', 'Hentai']",[]
우리들의 첫 연애,,Manga,2018,[],"[{'title': 'Hajimete no Otsukiai', 'language': 'en'}, {'title': 'はじめてのお付き合い', 'language': 'ja'}, {'title': '交往的初階段', 'language': 'zh-tw'}, {'title': '우리들의 첫 연애', 'language': 'ko'}]","{'volume': 1, 'status': 'Complete'}",https://cdn.mangaupdates.com/image/i286240.png,['HATTA Akari'],['HATTA Akari'],"[{'publisher': 'Kodansha', 'label': ''}]","[{'publisher': 'Kodansha', 'label': 'Dessert'}]","['Romance', 'School Life', 'Shoujo']",[]
Hajimete no Renai Hajimete no Kanojo,• 君はアイドル?• Sunao ni Naretara (素直になれたら)• 口は災いの元?• せんせいの資料写真• プリティースマイル!• 大樹のことり♪• 散恋花• めしませ旬女• ギャップ!!• 僕と私の恥ずかしいコト• ちょびまゆ!,Manga,2013,[],"[{'title': 'Hajimete no Renai Hajimete no Kanojo', 'language': 'en'}, {'title': 'Hajimete no Renai, Hajimete no Kanojo', 'language': 'hr'}, {'title': 'Sunao ni Naretara', 'language': 'sw'}, {'title': 'ハジメテノ恋愛 ハジメテノ彼女', 'language': 'ja'}]","{'volume': 1, 'status': 'Complete'}",,['Momonosuke'],['Momonosuke'],"[{'publisher': 'Core Magazine', 'label': ''}]","[{'publisher': 'Core Magazine', 'label': 'Comic Hotmilk'}]","['Adult', 'Hentai']",[]
Hajimete no Sekkusu,,Manga,2008,[],"[{'title': 'Hajimete no Sekkusu', 'language': 'en'}, {'title': 'First Sex', 'language': 'de'}, {'title': 'Hajimete no Sex', 'language': 'sl'}, {'title': 'はじめてのせっくす', 'language': 'ja'}]","{'volume': 1, 'status': 'Complete'}",,['KITAGAWA Mizuki'],['KITAGAWA Mizuki'],"[{'publisher': 'Hit Shuppansha', 'label': ''}]",[],"['Adult', 'Hentai', 'Lolicon']",[]
Hajimete no Saibai,,Manga,2013,[],"[{'title': 'Hajimete no Saibai', 'language': 'en'}, {'title': 'My First Time Growing Eggplant', 'language': 'en'}, {'title': 'はじめての栽培', 'language': 'ja'}]","{'volume': 1, 'status': 'Complete'}",,['ASHIMOTO Yoika'],['ASHIMOTO Yoika'],"[{'publisher': 'KTC Comics', 'label': ''}]","[{'publisher': 'KTC Comics', 'label': 'Comic Unreal'}]","['Adult', 'Fantasy', 'Hentai']",[]
Hajimete no Satsujin,"""We are murderers, you know.""Mayu is your average high school girl who goes to a prestigious school for young ladies. Her school life there feels fulfilling thanks to her close friends, Oto and Yuu.However, one day, Mayu and Yuu witnessed Oto pushing their class teacher who then fell and lost consciousness. Oto tries to explain that the latter has only passed out but...!?",Manga,2019,[],"[{'title': 'Hajimete no Satsujin', 'language': 'en'}, {'title': 'The First Murder', 'language': 'de'}, {'title': 'ハジメテノサツジン', 'language': 'ja'}]","{'volume': 0, 'status': ''}",https://cdn.mangaupdates.com/image/i352127.jpg,['Kanmi'],['Kanmi'],"[{'publisher': 'Shueisha', 'label': ''}]","[{'publisher': 'Shueisha', 'label': 'Manga Mee'}]","['Drama', 'Mystery', 'Psychological', 'Shoujo']",[]
Hajimete no Sex,1. Sakura no Kisetsu2. Itazura Nurse3. Moshimo Doutei Shounen ga Ura Video wo Kai ni Kitara4. Shuugaku Ryokou no Yoru5. Oshioki Shounen.6. Match-uri no Shoujo7. Bokura to...8. Kagai Jugyou  (Extracurricular Activity)9. Umi Monogatari☆10-11. Bishounen Tsubame12. Shounen Taitei Edogawa Akira☆,Manga,2012,[],"[{'title': 'Hajimete no Sex', 'language': 'en'}, {'title': 'Extracurricular Activity', 'language': 'ro'}, {'title': 'Kagai  Jugyou', 'language': 'id'}, {'title': '初めてのSEX', 'language': 'ja'}]","{'volume': 1, 'status': 'Complete'}",,['YANAGAWA Rio'],['YANAGAWA Rio'],"[{'publisher': 'Sanwa Shuppan', 'label': ''}]","[{'publisher': 'Sanwa Shuppan', 'label': 'COMIC Masyo'}]","['Adult', 'Hentai', 'Shotacon']",[]
Hajimete no Sense,She's a teacher in training and the only female at this newly established boy's school. As expected she get's a lot of attention but how will the rather green and inexperienced teacher react when they boys begin to want 'more' from her...?,Manga,2019,"[{'title': 'Sense', 'type': 'Manga', 'relation': 'Sequel'}]","[{'title': 'Hajimete no Sense', 'language': 'en'}, {'title': 'First Sense', 'language': 'de'}, {'title': 'First Teacher', 'language': 'de'}, {'title': '初めてのセンセ。', 'language': 'ja'}]","{'volume': 3, 'status': 'Complete'}",https://cdn.mangaupdates.com/image/i349054.jpg,['Haruki'],['Haruki'],"[{'publisher': 'Akita Shoten', 'label': ''}]","[{'publisher': 'Akita Shoten', 'label': 'Young Champion Retsu'}]","['Adult', 'Drama', 'Romance', 'School Life', 'Seinen']",[]
Hajimete no Shitsuren,"A collection of stories:1. Hajimete no Shitsuren (My First Lost Love)2. Hajimete no Kokuhaku3. Hajimete no Kenka4. Hajimete no Kuchibiru (My First Kiss)Hinata has never had any experience with love for his 19 years of existence, and finally manages to snatch a date with the help of a classmate. With no experience with girls, Hinata asks help from his best friend, Yuuma, who seems to have had many experience with girls, who in turn teaches him how to seduce a girl, but then, something happens?5. Hajimete no Otoko (My First Man)6. Hajimete... ja Nai? (It doesn't seem like... his first time)",Manga,2013,[],"[{'title': 'Hajimete no Shitsuren', 'language': 'en'}, {'title': 'Hajimete no Kenka', 'language': 'sl'}, {'title': 'Hajimete no Kokuhaku', 'language': 'hr'}, {'title': 'Hajimete no Kuchibiru', 'language': 'sw'}, {'title': 'Hajimete no Otoko', 'language': 'hr'}, {'title': 'My First Kiss', 'language': 'de'}, {'title': '初めての失恋', 'language': 'ja'}]","{'volume': 1, 'status': 'Complete'}",https://cdn.mangaupdates.com/image/i251910.png,['TAKAGI Ryo'],['TAKAGI Ryo'],"[{'publisher': 'Kadokawa Shoten', 'label': ''}]","[{'publisher': 'Kadokawa Shoten', 'label': 'Asuka Ciel'}]","['Comedy', 'Romance', 'School Life', 'Yaoi']",[]
Hajimete no!,"1. Oshiete Ageru (I'll Teach You)2. MMM - Magical Macaroon Mitsuki3. Idol no Oshigoto Takasaki Hazumi 11 Sai 4. Natsuyasumi, Suru? (What Are You Doing over Summer Vacation?)5-6. Tabikoi (Love Trip)7. Interceptor Sister8. Oasobi no Jikan (Play Time)9. Chokinbako Ippai no Suki (I Like a Full Bank)10. Hiyake @ Daisuki (Suntan @ Love)",Manga,2012,[],"[{'title': 'Hajimete no!', 'language': 'en'}, {'title': ""An Idol's Job Takasaki Hazumi Age 11"", 'language': 'tl'}, {'title': 'Chokinbako Ippai no Suki', 'language': 'fi'}, {'title': 'Hajimeteno!', 'language': 'hr'}, {'title': 'I Like a Full Bank', 'language': 'id'}, {'title': 'Interceptor Sister', 'language': 'en'}, {'title': 'Love Trip', 'language': 'sl'}, {'title': 'MMM - Magical Macaroon Mitsuki', 'language': 'en'}, {'title': 'Natsuyasumi, Suru?', 'language': 'et'}, {'title': 'Oshiete Ageru', 'language': 'de'}, {'title': 'Play Time', 'language': 'tl'}, {'title': 'Suntan @ Love', 'language': 'id'}, {'title': 'What are You Doing over Summer Vacation?', 'language': 'en'}, {'title': 'はじめての！', 'language': 'ja'}]","{'volume': 1, 'status': 'Complete'}",,['Misao.'],['Misao.'],"[{'publisher': 'Akaneshinsha', 'label': ''}]","[{'publisher': 'Akaneshinsha', 'label': 'Comic LO'}]","['Adult', 'Hentai', 'Lolicon']",[]
Hajimete no Tabi wa Isekai de,,Manga,2021,[],"[{'title': 'Hajimete no Tabi wa Isekai de', 'language': 'en'}, {'title': '初めての旅は異世界で', 'language': 'ja'}]","{'volume': 1, 'status': 'Ongoing'}",https://cdn.mangaupdates.com/image/i369435.jpg,['KIMINO Homare'],['KANAE Ruru'],"[{'publisher': 'Mag Garden', 'label': ''}]","[{'publisher': 'Mag Garden', 'label': 'MAGCOMI'}]","['Adventure', 'Fantasy', 'Harem', 'Shounen', 'Slice of Life']",[]
Hajimete no Tsubomi Shibori,,Manga,2023,[],"[{'title': 'Hajimete no Tsubomi Shibori', 'language': 'en'}, {'title': 'Harvest Before Flowering', 'language': 'en'}, {'title': '初めてのつぼみ搾り', 'language': 'ja'}]","{'volume': 1, 'status': 'Complete'}",,['SHISHI Senmaru'],['SHISHI Senmaru'],"[{'publisher': 'Akaneshinsha', 'label': ''}]","[{'publisher': 'Akaneshinsha', 'label': 'Comic LO'}]","['Adult', 'Hentai', 'Lolicon']",[]
Hajimete no Suspense,,Manga,2001,[],"[{'title': 'Hajimete no Suspense', 'language': 'en'}, {'title': 'はじめてのサスペンス', 'language': 'ja'}]","{'volume': 1, 'status': 'Complete'}",,['SAKURAMI Hiroki'],['SAKURAMI Hiroki'],"[{'publisher': 'Wani Magazine', 'label': ''}]",[],"['Adult', 'Hentai', 'Yuri']",[]
Hajimete Tsukushi no Emma Gurashi,"Mitsuji Emma is a naive young woman from a rich upbringing born in France and half French-Japanese.As she married to a Japanese man, she comes to live in Japan with him and everything is new for her whether it's the local culture or the normal life in society where she must take care of her own needs.Follow the romantic and erotic everyday life of this woman so beautiful and caring everyone fawns for her.",Manga,2021,[],"[{'title': 'Hajimete Tsukushi no Emma Gurashi', 'language': 'en'}, {'title': 'はじめて尽くしのえまぐらし', 'language': 'ja'}]","{'volume': 1, 'status': 'Complete'}",https://cdn.mangaupdates.com/image/i367083.jpg,['NAGIHASHI Coko'],['NAGIHASHI Coko'],"[{'publisher': 'Shonen Gahosha', 'label': ''}]","[{'publisher': 'Shonen Gahosha', 'label': 'Young King'}]","['Adult', 'Comedy', 'Romance', 'Seinen', 'Slice of Life']",[]
Hajimete Ore wo Daita Otoko,,Manga,2020,[],"[{'title': 'Hajimete Ore wo Daita Otoko', 'language': 'en'}, {'title': '初めて俺を抱いた男', 'language': 'ja'}]","{'volume': 1, 'status': 'Complete'}",https://cdn.mangaupdates.com/image/i392498.jpg,['MINASE Masara'],['MINASE Masara'],"[{'publisher': 'Kadokawa', 'label': ''}]",[],['Yaoi'],[]
Hajimete wa Wakadanna,,Manga,2017,[],"[{'title': 'Hajimete wa Wakadanna', 'language': 'en'}, {'title': 'ハジメテは若旦那', 'language': 'ja'}]","{'volume': 0, 'status': ''}",https://cdn.mangaupdates.com/image/i258586.jpg,['MITSUHARU Nene'],['MITSUHARU Nene'],"[{'publisher': 'Libre', 'label': ''}]","[{'publisher': 'Libre', 'label': 'Choco Love'}]","['Josei', 'Romance', 'Smut']",[]
Hajimete o Anata to,"From Chibi Manga:1. Hajimete (w)o Anata to I tried to open the box that kept my love!Sayo started to go out with Sakai-kun. She was so happy to go out with the guy she ""truly loved"". But they couldn't do normal thing that couple are doing like going together to school, send messages to each other everyday, have some date etc... why is it like that?!2. Saigo no Yoru ni 3. Kareshi ni Tsuite no Nayamigoto 4. Angel Sky Miki and Izumi have always been together ever since they were kids, and Miki believed that they would always be. That is, until a small boy appeared next to Izumi that only Miki can see. It is then that the small boy tells Miki that he is an angel, and soon he is to ""take"" Izumi-kun...",Manga,2011,[],"[{'title': 'Hajimete o Anata to', 'language': 'en'}, {'title': 'Angel Sky', 'language': 'tl'}, {'title': 'Hajimete wo Anata to', 'language': 'sw'}, {'title': 'With You, the First Time', 'language': 'en'}, {'title': 'วุ่นนักรักนี้มีแต่เธอ', 'language': 'th'}, {'title': '初めてをあなたと', 'language': 'ja'}, {'title': '彼氏についての悩み事', 'language': 'ja'}, {'title': '最後の夜に', 'language': 'ko'}, {'title': '與你分享第一次', 'language': 'ko'}]","{'volume': 1, 'status': 'Complete'}",https://cdn.mangaupdates.com/image/i119519.png,['KURUMATANI Haruko'],['KURUMATANI Haruko'],"[{'publisher': 'Shogakukan', 'label': ''}]","[{'publisher': 'Shogakukan', 'label': 'Sho-Comi'}]","['Romance', 'School Life', 'Shoujo']",[]
Hajimete wa Kekkon no Ato de,"""If this paper will fix everything, I guess all I can do is sign."" Makoto Ayakawa is your average high school girl living an average life. However, all of that changes when her father's workplace is in financial jeopardy, and in exchange for saving everyone's jobs he offers to marry his daughter off to the son of the president of one of the largest corporations in Japan, Iori Amemiya. Now Makoto is sent to live at the Amemiya estate, and has to attend a school for the elite alongside her new ""husand"" Iori, who seems to have a very distant and ""cool"" attitude. Makoto tries to adjust to her new married life, and begins to notice Iori's clumsy and kind side... will the two begin to close the distance between them?",Manga,2021,[],"[{'title': 'Hajimete wa Kekkon no Ato de', 'language': 'en'}, {'title': 'はじめては結婚のあとで', 'language': 'ja'}]","{'volume': 3, 'status': 'Complete'}",https://cdn.mangaupdates.com/image/i422556.jpg,['SUZUKAWA Fuumi'],['SAKURA Mizuki (II)'],"[{'publisher': 'Starts Shuppan', 'label': ''}]","[{'publisher': 'Starts Shuppan', 'label': 'noicomi'}]","['Romance', 'School Life', 'Shoujo']",[]
Hajimete wa... Aite ga Daiji! ? - Onna Tomodachi ni...? Ojisan ni!? Doutei mo Shojo mo Ubawarechatta Boku wa...,,Manga,2019,[],"[{'title': 'Hajimete wa... Aite ga Daiji! ? - Onna Tomodachi ni...? Ojisan ni!? Doutei mo Shojo mo Ubawarechatta Boku wa...', 'language': 'en'}, {'title': '初めては…相手が大事！？-女友達に…？おじさんに！？童貞も処女も奪われちゃった僕は…-', 'language': 'ja'}]","{'volume': 0, 'status': ''}",,['Makuwauni'],['Makuwauni'],"[{'publisher': 'Cascomi', 'label': ''}]","[{'publisher': 'Cascomi', 'label': 'Otona no Gokujou Ehon'}]","['Adult', 'Hentai']",[]
처음은 굉장히 격렬하다,"Official English TranslationToshiaki Saeki's an office worker who's too much of a doormat to say no. Thanks to that, he gets dumped by his girlfriend and spends his days in misery. But, one day, his younger colleague Kawagoe asks him out, and straight-up begs Toshiaki to sleep with him...! Will Kawagoe's first time be Toshiaki's first time bottoming...? Thus begins this innocent office worker romance",Manga,2017,[],"[{'title': 'Hajimete wa Mechakucha Hageshii', 'language': 'en'}, {'title': 'One Helluva First Time', 'language': 'et'}, {'title': 'はじめてはめちゃくちゃ激しい', 'language': 'ja'}, {'title': '第一次就这么激烈可以吗？', 'language': 'ko'}, {'title': '第一次就這麼激烈可以嗎？', 'language': 'ko'}, {'title': '처음은 굉장히 격렬하다', 'language': 'ko'}]","{'volume': 1, 'status': 'Complete'}",https://cdn.mangaupdates.com/image/i262451.jpg,['Sasakawa Kanoko'],['Sasakawa Kanoko'],"[{'publisher': 'Takeshobo', 'label': ''}]","[{'publisher': 'Takeshobo', 'label': 'Reijin Uno!'}]","['Comedy', 'Romance', 'Yaoi']",[]
